Title,Description,Language,Creator,Provider,Resource Class ,Resource Type,Theme,Temporal Coverage,Date Issued,Index Year,Spatial Coverage,Member Of,Geometry,Bounding Box,Rights,Access Rights,Format,Information,Download,ID,Identifier,Modified,Metadata Version,Suppressed
"""New Home Construction and Major Rehabs, Milwaukee, Wisconsin, 2017""","""This tabular data, prepared by Data You Can Use, presents the share of residential properties with permits issued for new construction or substantial renovation by census block group in the city of Milwaukee, Wisconsin for the year 2017. The data is sourced from Milwaukee Department of Neighborhood services, and utilizes 2010 Census block groups. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2017""]","""2024""",[2017],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgswdbrxmc"", ""ark:-77981-gmgs9zw3s2n""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgst1g1n82""",Milwaukee_HomeConstruction_2017.zip,"""ark:-77981-gmgst1g1n82""","[""ark:/77981/gmgst1g1n82""]",,"""Aardvark""",false
"""Foreclosures, Milwaukee, Wisconsin, 2024""","""This tabular data, prepared by Data You Can Use, presents the rate of residential foreclosure by census block group in the city of Milwaukee, Wisconsin for 2024. The data is sourced from Milwaukee Master Poperty File and City Foreclosed Properties File, and utilizes 2020 Census block groups. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2024""]","""2024""",[2024],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgswdbrxmc"", ""ark:-77981-gmgs9zw3s2n""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgsp8czbwd""",Milwaukee_Foreclosures_2024.zip,"""ark:-77981-gmgsp8czbwd""","[""ark:/77981/gmgsp8czbwd""]",,"""Aardvark""",false
"""Data You Can Use Equity & Access Indicators, Milwaukee, Wisconsin, 2024""","""This collection of tabular data, prepared by Data You Can Use and released in 2024, presents equity and access indicators in the city of Milwaukee, Wisconsin. Also included in this collection is spatial data showing the 1935-1940 Home Owner Loan Corporation (HOLC) graded boundaries, shared under CC-BY-NC license and prepared by Mapping Inequality. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Collections""]","[""Table data""]","[""Society""]","[""1935-1940"", ""2015-2022""]","""2024""","[1935, 1936, 1937, 1938, 1939, 1940, 2015, 2016, 2018, 2019, 2020, 2021, 2022]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgswdbrxmc""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""",,"""ark:-77981-gmgsjh9w2hq""",,"""ark:-77981-gmgsjh9w2hq""","[""ark:/77981/gmgjh9w2hq""]",,"""Aardvark""",false
"""Households Below the Poverty Level, Milwaukee, Wisconsin, 2018-2022""","""This tabular data, prepared by Data You Can Use, presents the share of households with incomes below the federal poverty level by census tract in the city of Milwaukee, Wisconsin. The data is sourced from the 2018-2022 American Community Survey 5-year estimates, Table B17017, and utilizes 2020 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2018-2022""]","""2024""","[2018, 2019, 2020, 2021, 2022]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgswdbrxmc"", ""ark:-77981-gmgsjh9w2hq""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgsdr7ss4j""",Milwaukee_Poverty_2022.zip,"""ark:-77981-gmgsdr7ss4j""","[""ark:/77981/gmgsdr7ss4j""]",,"""Aardvark""",false
"""Access to Quality Schools, Milwaukee, Wisconsin, 2015-2016""","""This tabular data, prepared by Data You Can Use, presents the Department of Housing and Urban Development (HUD) School Proficiency index by census block group in the city of Milwaukee, Wisconsin. The data is sourced from HUD - School Proficiency 2015-16, and utilizes 2010 Census block groups. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2015-2016""]","""2024""","[2015, 2016]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgswdbrxmc"", ""ark:-77981-gmgsjh9w2hq""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgs905qgrq""",Milwaukee_SchoolProficiency_2015-2016.zip,"""ark:-77981-gmgs905qgrq""","[""ark:/77981/gmgs905qgrq""]",,"""Aardvark""",false
"""Access to Work, Milwaukee, Wisconsin, 2018-2022""","""This tabular data, prepared by Data You Can Use, presents the share of the employed population that drives 45 minutes or more to work by census tract in the city of Milwaukee, Wisconsin. The data is sourced from the 2018-2022 American Community Survey 5-year estimates, Table B08303, and utilizes 2020 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2018-2022""]","""2024""","[2018, 2019, 2020, 2021, 2022]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgswdbrxmc"", ""ark:-77981-gmgsjh9w2hq""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgs573n6c1""",Milwaukee_CommuteTime_2022.zip,"""ark:-77981-gmgs573n6c1""","[""ark:/77981/gmgs573n6c1""]",,"""Aardvark""",false
"""Voter Turnout in 2020 election, Milwaukee, Wisconsin, 2020""","""This tabular data, prepared by Data You Can Use, presents the percent of registered votes who cast a ballot in the 2020 Presidential election by voter ward for the City of Milwaukee. The data is sourced from the City of Milwaukee Election Commission. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2020""]","""2024""",[2020],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgswdbrxmc"", ""ark:-77981-gmgsjh9w2hq""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgs1jwstxm""",Milwaukee_VoterTurnout_2020.zip,"""ark:-77981-gmgs1jwstxm""","[""ark:/77981/gmgs1jwstxm""]",,"""Aardvark""",false
"""Racial Diversity, Milwaukee, Wisconsin, 2018-2022""","""This tabular data, prepared by Data You Can Use, presents a modified Simpson's Diversity Index by census tract in the city of Milwaukee, Wisconsin. The index ranges from 0 to 100, with 0 being the least diverse and 100 being the most diverse. The data is sourced from the 2018-2022 American Community Survey 5-year estimates, Tables B03002 and B02001, and utilizes 2020 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2018-2022""]","""2024""","[2018, 2019, 2020, 2021, 2022]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgswdbrxmc"", ""ark:-77981-gmgsjh9w2hq""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgswstqnb5""",Milwaukee_RacialDiversity_2022.zip,"""ark:-77981-gmgswstqnb5""","[""ark:/77981/gmgswstqnb5""]",,"""Aardvark""",false
"""Historic Disadvantage, Milwaukee County, Wisconsin, 1935-1940""","""This spatial data, prepared by Mapping Inequilty, shows the historic Home Owner Loan Corporation (HOLC) graded boundaries. These boundaries were used to determine eligibility for low-interest mortgage loans and were heavily influenced by racial boundaries. Data made available under a CC-BY-NC license. For more information, please visit <a href=\""https://dsl.richmond.edu/panorama/redlining/data/WI-MilwaukeeCo/\"">Mapping Inequality</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Polygon data""]","[""Society""]","[1935-1940""]","""2024""","[1935, 1936, 1937, 1938, 1939, 1940]","[""Milwaukee County, Wisconsin""]","[""ark:-77981-gmgswdbrxmc"", ""ark:-77981-gmgsjh9w2hq"", ""ark:-77981-gmgswm37sg6""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""GeoJSON""","""ark:-77981-gmgss1rnbzb""",MilwaukeeCounty_HistoricDisadvantage_1935-1940.zip,"""ark:-77981-gmgss1rnbzb""","[""ark:/77981/gmgss1rnbzb""]",,"""Aardvark""",false
"""Data You Can Use Health Indicators, Milwaukee, Wisconsin, 2024""","""This collection of tabular data, prepared by Data You Can Use and released in 2024, presents health indicators by census tract in the city of Milwaukee, Wisconsin. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Collections""]","[""Table data""]","[""Society"", ""Health""]","[""2018-2022""]","""2024""","[2018, 2019, 2020, 2021, 2022]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgswdbrxmc""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""",,"""ark:-77981-gmgsn8pk2kn""",,"""ark:-77981-gmgsn8pk2kn""","[""ark:/77981/gmgsn8pk2kn""]",,"""Aardvark""",false
"""Housing Units Built Before 1950, Milwaukee, Wisconsin, 2018-2022""","""This tabular data, prepared by Data You Can Use, presents the share of housing units built before 1950 by census tract in the city of Milwaukee, Wisconsin. The data is sourced from the 2018-2022 American Community Survey 5-year estimates, Table DP04, and utilizes 2020 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society"", ""Health""]","[""2018-2022""]","""2024""","[2018, 2019, 2020, 2021, 2022]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgswdbrxmc"", ""ark:-77981-gmgsn8pk2kn""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgshhmgs6g""",Milwaukee_Pre-1950Housing_2022.zip,"""ark:-77981-gmgshhmgs6g""","[""ark:/77981/gmgshhmgs6g""]",,"""Aardvark""",false
"""Prevalence of Asthma, Milwaukee, Wisconsin, 2021""","""This tabular data, prepared by Data You Can Use, presents the percentage of adults who report having asthma by census tract in the city of Milwaukee, Wisconsin. The data is sourced from the Center for Disease Control PLACES 2023 Release, based on the Behavioral Risk Factor Surveillance System Data from 2021, and utilizes 2020 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society"", ""Health""]","[""2021""]","""2024""",[2021],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgswdbrxmc"", ""ark:-77981-gmgsn8pk2kn""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgscrjdgt8""",Milwaukee_Asthma_2021.zip,"""ark:-77981-gmgscrjdgt8""","[""ark:/77981/gmgscrjdgt8""]",,"""Aardvark""",false
"""Prevalence of Obesity, Milwaukee, Wisconsin, 2021""","""This tabular data, prepared by Data You Can Use, presents the percentage of adults who report a Body Mass Index (BMI) of 30 or more by census tract in the city of Milwaukee, Wisconsin. The data is sourced from the Center for Disease Control PLACES 2023 Release, based on the Behavioral Risk Factor Surveillance System Data from 2021, and utilizes 2020 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society"", ""Health""]","[""2021""]","""2024""",[2021],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgswdbrxmc"", ""ark:-77981-gmgsn8pk2kn""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgs80gb6fz""",Milwaukee_Obesity_2021.zip,"""ark:-77981-gmgs80gb6fz""","[""ark:/77981/gmgs80gb6fz""]",,"""Aardvark""",false
"""Mental Health Indicators, Milwaukee, Wisconsin, 2021""","""This tabular data, prepared by Data You Can Use, presents the percentage of adults who report 14 or more poor mental health days within the preceeding 30 days by census tract in the city of Milwaukee, Wisconsin. The data is sourced from the Center for Disease Control PLACES 2023 Release, based on the Behavioral Risk Factor Surveillance System Data from 2021, and utilizes 2020 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society"", ""Health""]","[""2021""]","""2024""",[2021],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgswdbrxmc"", ""ark:-77981-gmgsn8pk2kn""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgs4b8gv0g""",Milwaukee_MentalHealth_2021.zip,"""ark:-77981-gmgs4b8gv0g""","[""ark:/77981/gmgs4b8gv0g""]",,"""Aardvark""",false
"""Access to Dental Care, Milwaukee, Wisconsin, 2021""","""This tabular data, prepared by Data You Can Use, presents the percentage of adults who report visitin a dentist or dental clinic within the preceeding year by census tract in the city of Milwaukee, Wisconsin. The data is sourced from the Center for Disease Control PLACES 2023 Release, based on the Behavioral Risk Factor Surveillance System Data from 2021, and utilizes 2020 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society"", ""Health""]","[""2021""]","""2024""",[2021],"[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgswdbrxmc"", ""ark:-77981-gmgsn8pk2kn""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgs0k6djm8""",Milwaukee_DentalVisits_2021.zip,"""ark:-77981-gmgs0k6djm8""","[""ark:/77981/gmgs0k6djm8""]",,"""Aardvark""",false
"""Data You Can Use Indicators, Milwaukee, Wisconsin, 2020""","""This collection of tabular data, prepared by Data You Can Use and released in 2020, present a variety of neighborhood indicators for the City of Milwaukee. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[""2010-2019""]","""2020""","[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]","[""Milwaukee, Wisconsin""]",,"""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""",,"""ark:-77981-gmgsvt4bc1t""",,"""ark:-77981-gmgsvt4bc1t""","[""ark:/77981/gmgsvt4bc1t""]",,"""Aardvark""",false
"""Data You Can Use Equitable Housing Indicators, Milwaukee, Wisconsin, 2020""","""This collection of tabular data, prepared by Data You Can Use and released in 2020, presents equitable housing indicators by census tract in the city of Milwaukee, Wisconsin. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Collections""]","[""Table data""]","[""Society""]","[2015-2019""]","""2020""","[2015, 2016, 2017, 2018, 2019]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""",,"""ark:-77981-gmgsr2282n0""",,"""ark:-77981-gmgsr2282n0""","[""ark:/77981/gmgsr2282n0""]",,"""Aardvark""",false
"""Rate of Black and Latinx Homeownership, Milwaukee, Wisconsin, 2015-2019""","""This tabular data, prepared by Data You Can Use, presents rates of homeownership of Black Latinx households by census tract in the city of Milwaukee, Wisconsin. The data is sourced from the 2015-2019 American Community Survey 5-year estimates and utilizes 2010 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[2015-2019""]","""2020""","[2015, 2016, 2017, 2018, 2019]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgsr2282n0""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgsm905s8t""",Milwaukee_BlackAndLatinxHomeownership_2015-2019.zip,"""ark:-77981-gmgsm905s8t""","[""ark:/77981/gmgsm905s8t""]",,"""Aardvark""",false
"""Rental Cost Burden, Milwaukee, Wisconsin, 2015-2019""","""This tabular data, prepared by Data You Can Use, presents the share of households that are rent burdened (spending 30% or more of income on rent) by census tract in the city of Milwaukee, Wisconsin. The data is sourced from the 2015-2019 American Community Survey 5-year estimates and utilizes 2010 Census tracts. For more information, please visit <a href=\""https:www.datayoucanuse/prg/mke-indicators/data-resources-archives/\"">Data  You Can Use</a>.""","[""eng""]","[""Data You Can Use""]","""American Geographical Society Library – UWM Libraries""","[""Datasets""]","[""Table data""]","[""Society""]","[2015-2019""]","""2020""","[2015, 2016, 2017, 2018, 2019]","[""Milwaukee, Wisconsin""]","[""ark:-77981-gmgsvt4bc1t"", ""ark:-77981-gmgsr2282n0""]","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""ENVELOPE(-87.859521, -88.077688, 43.19503, 42.919561)""","""<a href=\""https://uwm.edu/libraries/digital-collections/copyright-digcoll/\"">Please see the UWM Libraries statement on Copyright and Digital Collections</a>. "",      ""Although this data is being distributed by the American Geographical Society Library at the University of Wisconsin-Milwaukee Libraries, no warranty expressed or implied is made by the University as to the accuracy of the data and related materials. The act of distribution shall not constitute any such warranty, and no responsibility is assumed by the University in the use of this data, or related materials.""","""Public""","""Tabular Data""","""ark:-77981-gmgsghx3gw6""",Milwaukee_RentalBurden_2015-2019.zip,"""ark:-77981-gmgsghx3gw6""","[""ark:/77981/gmgsghx3gw6""]",,"""Aardvark""",false
